R,F,M,y,user_id
5,3,2,2,5a368185f4d92f3d9c0a1412
3,2,4,1,59aa8111f213031e14c74e4c
3,3,3,2,59814c8bdc6e0c4064ffbd62
5,1,4,1,5ab74cb27b988a27989090c5
2,4,2,2,5a94f8d481e1c60e4cd087cc
2,2,4,0,5a8a4a82ae38ac1bfc170110
1,2,4,0,5a09444012a1d26ffc10a891
1,2,4,0,5a76e114131c3b1bd0cbc2b8
5,3,2,2,5a24e1e0907a154a44c20cc5
4,3,2,3,5904845c836872e94257b3db
3,3,3,2,59c220e4edb5782b68a600c4
2,4,2,2,5a72d6a4940e90340445e579
1,5,1,2,59048410836872e94257afb1
1,5,1,2,5a77026b131c3b1bd0cbc4e0
5,3,2,2,597dbf5e28cd6667b45aaf71
5,1,4,1,5abb77cc5652022fa06c7259
3,2,4,1,5aacb82eca6c5a20f84bb5b3
1,2,4,0,59048490836872e94257ba67
1,5,1,2,5a1cd47fe041c83354299b02
2,2,4,0,5a02a01ab96cd63fa848c3ab
5,3,2,2,5ab0cf4d9f1525201c3d8b50
5,1,4,1,5a1159ef16fd7831dcc22627
3,2,4,1,59a2aada6b95690d28573193
1,2,4,0,5a1d8ebfe508f76a4c18ce81
3,3,3,2,5904845c836872e94257b711
5,3,2,2,59d37689f2a7f6163cd4a85b
2,4,2,2,5980020a28cd6667b45abac9
4,2,4,1,5aaf6ab534569109b0bf6ab0
5,1,4,1,5abc8d6e5652022fa06c7793
3,3,3,2,599d47f5b70396151c213a29
2,2,4,0,5a447858517dd01550d16803
1,2,4,0,59048267836872e942579da2
1,2,4,0,5a7e66d3aad86a10d886f659
4,2,4,1,5a5acd512ed6311e7cf3eb6a
2,2,4,0,5a51a87d3443c11678c90390
2,2,4,0,5a9cd474de402c0bb845f8b0
5,3,2,2,5a9d14b9173a1312a4c1a75d
1,5,1,2,5a8021a0aad86a10d88705e7
5,3,2,2,5ab9a66f364f082124089562
1,5,1,2,5a6f10b727f2fb15dc2cb8d2
4,2,4,1,5ab0f9ba9f1525201c3d8d34
2,2,4,0,59048232836872e942579be3
3,3,2,3,5a66af27838034282880c91c
1,2,4,0,5a62d1fc69ff9520384b161f
5,1,4,1,5aae261097d8de1a7cbba029
1,2,4,0,5a802b00aad86a10d887069c
5,1,4,1,5a602b929907be279422c64a
4,2,4,1,5ab1dd23dfb17921e0df34ce
4,2,4,1,5ab4afab08a7a8294806c3bf
4,2,4,1,5ab62e8a7b988a2798908b3b
3,3,2,3,590484f8836872e94257bf61
3,2,4,1,59048232836872e942579cdb
3,2,4,1,59048267836872e942579d90
3,2,4,1,5960ba902b041b1ef4e6081e
3,2,4,1,5990093c94aa5d4da0c8f44a
3,2,4,1,5a3b8c6959ffc3059c30fee5
2,2,4,0,590483c0836872e94257ad38
2,2,4,0,590483c0836872e94257ae1f
2,2,4,0,5a0aa92e3f70e678a02ef3cc
1,2,4,0,59aa34eeab6a5115b4c1a1d0
1,5,1,2,5a745d8784425d130871a98b
1,2,4,0,5a83a2e2b208f7181469b85c
5,1,4,1,59587aed34c6b5340c41934d
4,4,1,2,5a1680e7f75b622ab8568c4b
4,2,4,1,590482f1836872e94257a3be
2,4,2,2,590484d0836872e94257bd61
1,2,4,0,59048490836872e94257ba26
5,1,4,1,5abdd90c5652022fa06c7ded
4,2,4,1,598efa3c94aa5d4da0c8f013
4,2,4,1,5ab470eadac32725fcc4001d
2,5,1,2,590482f1836872e94257a203
3,2,4,1,5a29083d44ca6529f4193f6b
1,2,4,0,5a855f9db208f7181469be20
5,3,2,2,5a50552b214a4519d8a0826c
5,1,4,1,5ab876b1e0ab680cac7f8371
5,1,4,1,5abc7f3b5652022fa06c76af
4,2,4,1,5a2cc67ce56a6418144bfe76
3,3,2,3,590482f1836872e94257a1d4
2,4,2,2,5a924483b4ba43202059a44f
4,3,2,3,5986885ffb466114b0a0248b
1,5,1,2,5a6476e76b8f072f206c11ec
4,2,4,1,5ab6346a7b988a2798908ba5
5,3,2,2,5abcacdd5652022fa06c78b3
5,3,2,2,5aa7ab67fd13291604c9ea00
2,2,4,0,5a965573b4f84d0f800aef7b
2,5,1,2,5904845c836872e94257b6d7
3,3,2,3,5a378626f4d92f3d9c0a18d7
2,4,2,2,5a129d2ff9423079383af619
5,1,4,1,5abe21215652022fa06c80c8
2,2,4,0,59048267836872e942579d95
1,2,4,0,5904845c836872e94257b61d
1,2,4,0,5a55944c4e5c5a17e0057758
1,2,4,0,5a77ed5f131c3b1bd0cbc7a7
1,2,4,0,5a799872c278d318cc565563
1,2,4,0,5a7a8943c278d318cc565828
1,2,4,0,59e2e1b6c47d6e17f4dd25f8
2,2,4,0,5a39e83adf385b5a6051a9fb
1,2,4,0,59048267836872e94257a09d
1,2,4,0,5966f3bd6b3ece0ee428a2a5
3,3,2,3,59048410836872e94257b087
4,3,2,3,59048267836872e942579ec5
5,1,4,1,5ab72a847b988a2798908ef5
4,2,4,1,5a26d0a4ad937d1814e1bd6e
4,2,4,1,5ab09c119f1525201c3d8a0e
2,2,4,0,5a9c22e0de402c0bb845f65d
1,2,4,0,59a27964fc4612159838827f
1,2,4,0,5a1aa6f51c8bb56edc2a1f09
1,2,4,0,5a20c98c5ad1ff1764b2f5c0
5,3,2,2,5a50b21a3443c11678c8fffb
4,3,2,3,5972cfa8a9a9ae246808c202
2,4,2,2,59bcfabee613e248107fa655
1,5,1,2,5a7ede54aad86a10d886fdcc
5,3,2,2,5abb4455b542752a94bbedbe
2,2,4,0,5904845c836872e94257b416
5,1,4,1,59048232836872e942579b48
5,1,4,1,59996b23491fd9533845a404
5,1,4,1,5aba008db542752a94bbe6a2
3,3,2,3,5904831b836872e94257a629
2,4,2,2,5a94c26c81e1c60e4cd085a4
2,4,2,2,5a9624f7b4f84d0f800aec6f
3,2,4,1,5aa8a655fd13291604c9ec8a
3,3,2,3,5a9d39a4173a1312a4c1a8c3
4,2,4,1,5ab32b99f418382968787a7d
1,2,4,0,5a487804064a1b2708010e66
3,2,4,1,59048267836872e942579e6c
3,2,4,1,599fe5a0904e780ac0ecc163
2,2,4,0,598c5310775884140c69237e
1,2,4,0,5a4c4f6e522b3818e80f5b5e
3,4,1,2,5a9e570bfe044a15d0962866
4,2,4,1,59048410836872e94257afc9
3,2,4,1,5a38744af4d92f3d9c0a1d47
2,2,4,0,5960cb312b041b1ef4e60933
2,2,4,0,5a6add8fe56a2026ccb9d437
1,2,4,0,59048410836872e94257b0c7
1,2,4,0,5a83a8eeb208f7181469b8b8
2,4,2,2,5a83ca5cb208f7181469ba68
3,3,2,3,59048490836872e94257b7aa
2,2,4,0,5972f3b5a9a9ae246808c415
3,3,2,3,59048410836872e94257b262
5,1,4,1,5aba2bcbb542752a94bbe887
2,2,4,0,596afdd9a6a8b7418c17277c
4,3,2,3,59831b0d1c79441d389fbd0c
5,3,1,3,590483c0836872e94257ac06
1,5,1,2,5a6d667a8d767b2aecde875d
1,2,4,0,5a1ea5e8c002de1ff86f210e
2,2,4,0,5a9793ea77f5410184b953ac
2,2,4,0,5a9933a46432e9136c260ac4
1,2,4,0,5a780928131c3b1bd0cbc924
1,2,4,0,5a7fce56aad86a10d88701be
3,3,2,3,5a99a0d16432e9136c260bd6
2,2,4,0,5a8b9e31ae38ac1bfc1705ba
1,2,4,0,5a7fb9a3aad86a10d8870023
3,3,2,3,5a28bb8cd072005d543e7e0c
2,4,2,2,5a98c5a5fda9ae0b68fa3e66
5,3,1,3,5abaf199b542752a94bbe9f3
3,3,2,3,59048490836872e94257b786
1,2,4,0,59981f63491fd95338459a18
1,2,4,0,5a348ec392849f4b089a813d
5,1,4,1,5a5b3d9230baa91b5cf378d7
5,1,4,1,5a6c74ccac7c7120f839f5d8
5,1,4,1,5abb4635b542752a94bbedd2
1,2,4,0,59ae719d761fa71d887ccc16
1,2,4,0,5a7d7533c219351718e5511b
5,3,1,3,59048232836872e942579bda
2,2,4,0,5a1b732c1c8bb56edc2a21cd
5,3,1,3,5aa62eabad94dc276c4704e0
4,3,2,3,5a9a799610f62e1bec6e70af
3,2,4,1,5a9e167efe044a15d0962631
5,1,4,1,5a60d55a8d83da293894fca2
5,1,4,1,5ab72b4e7b988a2798908f10
5,1,4,1,5abb57315652022fa06c7125
2,2,4,0,5a5f1d0e3d3f1115988963a9
2,2,4,0,5a894092ae38ac1bfc16fea5
3,2,4,1,59048267836872e94257a032
5,3,1,3,5a656c7c7a42103220efb4bd
3,3,2,3,59048410836872e94257b029
2,4,2,2,5a524e7859a7c709307bd2bd
2,2,4,0,59e4336fe351bf334030c828
2,2,4,0,5a653c097a42103220efb296
4,2,4,1,5ab47c02dac32725fcc400bf
5,1,4,1,5ab78198e1ffb41e04df0b2f
1,2,4,0,5a3c85cd59ffc3059c31034c
3,3,2,3,5a6e7d5a74860f25a42fadff
1,2,4,0,5a8645aa94e62a2234c3a3e7
5,3,1,3,5a4c6407522b3818e80f5d17
5,1,4,1,5ab9d411b542752a94bbe4b8
4,3,2,3,5a810334b208f7181469ac29
4,2,4,1,590482f1836872e94257a1e3
4,2,4,1,5ab487d3dac32725fcc401c0
4,2,4,1,5ab5e9c408a7a8294806c896
3,2,4,1,5a63323c85ff5825f0d4c71f
3,2,4,1,5a67fbe15ae7942adc6a2c1e
3,2,4,1,5a9e2c0dfe044a15d0962736
3,2,4,1,5a9f8a32fe044a15d0962dc3
2,2,4,0,5904845c836872e94257b3bd
1,2,4,0,59048410836872e94257afe5
1,2,4,0,59048410836872e94257b10c
1,2,4,0,59f426af3a82591028b36d34
1,2,4,0,5a786869fe098c1c4099bf6e
1,2,4,0,5a7fd6ffaad86a10d8870271
5,3,1,3,5a52030059a7c709307bd0b8
1,5,1,2,59048232836872e942579bd7
5,3,1,3,5aa12457cc3eff1044759434
4,2,4,1,5ab626507b988a2798908abc
3,2,4,1,5960c6d22b041b1ef4e60903
2,2,4,0,59048410836872e94257afcf
2,2,4,0,5a98f7396432e9136c260822
2,2,4,0,5a1ba4d2b59d031c60b3efa3
1,5,1,2,5a76e59e131c3b1bd0cbc2f8
2,2,4,0,5a93e2b80f23e9007c32000f
1,5,1,2,5a75a969e092811b48fb49c4
3,5,1,2,5a9a686e212fde1be4ed2f66
4,3,1,3,59048267836872e942579e58
3,3,2,3,5aa7c1b0fd13291604c9eabb
3,2,4,1,595f5b964c78ad48683c7063
2,4,2,2,5a68170b04dcdd2ce4c4ef93
2,2,4,0,59048232836872e942579af5
2,2,4,0,5a9d24c2173a1312a4c1a7fe
2,2,4,0,5a59ca832ed6311e7cf3e6d9
4,2,4,1,5a043d0e9313a63e24ebcd4d
2,2,4,0,5a923494b4ba43202059a294
1,5,1,2,59afb170761fa71d887cd2ed
5,3,1,3,5904845c836872e94257b56e
3,2,4,1,5a9e17b0fe044a15d096264d
4,2,4,1,5a9f2d32fe044a15d0962ac6
2,2,4,0,5a92959e4a2886280cd96cb2
5,1,4,1,5aba2b87b542752a94bbe884
5,1,4,1,5abcc1735652022fa06c7997
3,3,2,3,5a88e26eae38ac1bfc16fd09
3,4,1,2,5a9d2018173a1312a4c1a7c2
3,2,4,1,5a9e5b22fe044a15d09628a4
2,2,4,0,59048267836872e942579dff
1,2,4,0,59cb5c61adf04a61a0bb7652
5,1,4,1,5abe191c5652022fa06c8051
5,1,4,1,5ab8e01b364f0821240894b0
2,2,4,0,59048232836872e942579d04
2,2,4,0,5960aec02b041b1ef4e6078f
2,2,4,0,5a9d3b40173a1312a4c1a8ca
1,2,4,0,59c13bae285332071ce1e86e
3,2,4,1,59b8eb7393f3c548bc045397
5,1,4,1,59e889fac6393557e41a2c10
5,1,4,1,5a1fb7ace76702115c56b96d
5,1,4,1,5ab8ecee364f08212408951c
4,2,4,1,59574efac4419031a40a0e11
4,2,4,1,5aaf4d2a34569109b0bf69bf
4,2,4,1,5ab098e69f1525201c3d89e1
4,2,4,1,5ab1f421802e9b26944f49a4
3,2,4,1,5a1cbdd5e041c833542999a5
3,2,4,1,5a7ed278aad86a10d886fd05
2,2,4,0,59048267836872e942579e2f
2,2,4,0,59048267836872e94257a085
2,2,4,0,5a8cef59a1fbea24ec25a349
1,2,4,0,5958514a34c6b5340c41910b
1,2,4,0,5a49aec3234c7507f4363b59
1,2,4,0,5a535b2615a1101e849295a7
2,4,2,2,5904831b836872e94257a6b2
3,3,2,3,590481ba836872e9425796f2
3,3,2,3,59048232836872e942579a64
3,3,2,3,599031174029934dec5cc735
3,3,2,3,5a9e14bbfe044a15d09625fa
1,5,1,2,5904845c836872e94257b546
1,5,1,2,5a195430f359de455cc5ed30
1,2,4,0,5a76b161131c3b1bd0cbbfbe
5,1,4,1,5abdfc495652022fa06c7f2a
2,2,4,0,5a433c9f517dd01550d16027
2,5,1,2,5a9a7ef510f62e1bec6e70eb
2,4,1,3,59cf0ff7a3c09f26f05e2e1f
2,2,4,0,5a8bdf0aae38ac1bfc170856
2,4,1,3,5a94eaff81e1c60e4cd08763
2,2,4,0,5a97ac89fda9ae0b68fa3a97
3,2,4,1,596044904c78ad48683c72bd
1,2,4,0,59048410836872e94257b36b
5,3,1,3,5904831b836872e94257a61f
5,1,4,1,5abc6e6c5652022fa06c75b4
4,3,1,3,59048410836872e94257b159
4,3,1,3,59e976edc6632f603ce4d326
4,2,4,1,5aae2bb353c72328a8797926
1,2,4,0,5992ce59949a4335208f7847
5,1,3,1,5abdd12a5652022fa06c7d6a
3,3,2,3,5a632200777eb42fe86d0f90
3,3,2,3,5904845c836872e94257b64f
3,2,4,1,5a4f295add36631fa874ff53
1,2,4,0,5a5c42e12f79421b803edcb3
4,2,4,1,5aafa4c334569109b0bf6cd2
1,2,4,0,590484f8836872e94257bfd2
1,2,4,0,5a34ed08f3649239ecbfd92b
1,2,4,0,5a4efa81e583e42058a7a542
3,4,1,2,5aa1019bbfc1001ac08c247e
4,3,1,3,5a6efdc674860f25a42fb464
3,2,4,1,590484d0836872e94257bd19
2,2,4,0,590484d0836872e94257be6d
2,2,4,0,5979e10b40426e3850aba177
1,2,4,0,597eb53728cd6667b45ab328
5,3,1,3,59eeb3a24dbf70325819e136
1,2,4,0,59048232836872e942579b6a
3,2,4,1,5a4ccca8522b3818e80f62f5
3,2,4,1,599cee3904a9573b4050e36b
2,4,1,3,5a226094f9f62317688bf0e5
1,2,4,0,59bb8bc47f1b6406f01b5a1b
4,3,1,3,5aa8f5346bfdc51c4054238b
3,3,2,3,59048490836872e94257b8b9
1,2,4,0,5a7e7973aad86a10d886f78d
4,2,4,1,59048267836872e942579d9f
2,2,4,0,5a473d1b064a1b2708010613
2,2,4,0,5a9685efb4f84d0f800af0e6
1,2,4,0,59f4647296111817b49a6523
1,2,4,0,5a7c4ddf5a517f1c2895c081
4,3,1,3,5a1edea9e1e385105c65c71a
3,3,2,3,5a37a1cbf4d92f3d9c0a1aea
1,5,1,2,5a7bb4465a517f1c2895b931
2,4,1,3,59fffdb10be0f66afc2dc4e7
2,4,1,3,5a211aee2d73f012fcfa9bb3
2,2,4,0,5a3f24d281857815001e1c6c
1,2,3,0,5a80365fb208f7181469ab08
1,2,3,0,5a7822a8fe098c1c4099bd2b
4,2,4,1,5ab619a87b988a2798908a39
5,3,1,3,59048490836872e94257b89f
3,4,1,2,5a4888ba064a1b2708010ffe
5,1,3,1,5ab9e727b542752a94bbe5b6
1,2,3,0,5a16adf3f75b622ab8568e1a
2,4,1,3,5a430bdcdc408a1afcda0da5
3,3,2,3,5aaba4cb9014db29481698dd
1,2,3,0,59048410836872e94257b147
1,2,3,0,5a4b6ee9522b3818e80f59ba
1,2,3,0,5a7aa2d9c278d318cc565910
2,2,4,0,5a890bf1ae38ac1bfc16fdb1
2,2,4,0,5a8fbdce630b372bec1bf28a
2,4,1,3,5a45d0d00ffaba1f88b83aa0
1,2,3,0,5a5de7643d3f111598895ad7
3,2,4,1,5aa25f8e197e391bdca86e72
4,3,1,3,5a718764d4dfb905e46b546a
3,3,2,3,59048490836872e94257b821
3,2,4,1,5aa23f443ba4b01228eb808c
2,2,4,0,5a9a480d212fde1be4ed2e13
2,2,4,0,590484d0836872e94257bb54
4,2,4,1,5ab1e4ab802e9b26944f48ba
2,2,4,0,596b0361a6a8b7418c1727dc
5,3,1,3,59048410836872e94257b041
5,1,3,1,597f048828cd6667b45ab6f9
4,3,1,3,5a75583a7fcc33164023394a
4,2,4,1,597eb92128cd6667b45ab354
3,2,4,1,59048232836872e942579c26
3,2,4,1,5aa3503ee36cab1b1845ecd2
2,4,1,3,59e0641965793632cc05c1f4
2,2,4,0,5979d6dc40426e3850aba0f4
2,2,4,0,5a8cf70aa1fbea24ec25a3ac
2,2,4,0,5a8f10cba1fbea24ec25ad74
2,2,4,0,5a9baa1fde402c0bb845f30f
2,2,4,0,59be50bee613e248107faddd
5,1,3,1,59bf4898f0f0fc5b740ea0b1
4,2,4,1,596888624999581a6485606e
3,3,2,3,590483c0836872e94257ac3d
2,2,4,0,5a8ababeae38ac1bfc1703f4
5,1,3,1,5a0fb9cd35ae31082411250c
5,1,3,1,5a2cb841e56a6418144bfd1e
3,2,4,1,59d4814cf2a7f6163cd4abdf
3,2,4,1,5a1f9894f430021610574d46
3,2,4,1,5a98e92cfda9ae0b68fa4086
2,2,4,0,59048267836872e94257a050
2,2,4,0,590482f1836872e94257a2a7
2,2,4,0,5a0fa61635ae3108241123c3
1,2,3,0,5904831b836872e94257a64e
1,2,3,0,5975a8fac9344d6ea8c2c1d6
1,2,3,0,5993faadb169f1198c898f5e
1,2,3,0,5a01560ab157ac0bf0054ddd
1,2,3,0,5a696a68f378fc258c6d0ff1
4,3,1,3,597e9d9228cd6667b45ab1cb
3,3,2,3,59048410836872e94257b092
3,3,2,3,59d450d1f2a7f6163cd4a9e4
2,4,1,3,5984ba4ffb466114b0a01b54
5,1,3,1,59048490836872e94257b7bf
2,4,1,3,5a20fc445ad1ff1764b2fae1
5,3,1,3,5aaf33e634569109b0bf6867
4,2,4,1,590484f8836872e94257bffe
4,2,4,1,5ab25352f16ac7032cf00802
2,2,4,0,5a6dd16574860f25a42fada7
4,2,4,1,5ab37091f418382968787d73
3,3,2,3,5a9e0afe173a1312a4c1aa0e
3,3,2,3,5a9d0691173a1312a4c1a6bd
2,4,1,3,59048267836872e942579ff6
5,3,1,3,5904837e836872e94257a955
2,4,1,3,5a96727cb4f84d0f800af054
2,2,4,0,5a8ba943ae38ac1bfc1706ad
1,2,3,0,59048267836872e94257a112
1,2,3,0,59048490836872e94257baed
1,2,3,0,595775c234c6b5340c418d00
1,2,3,0,59b13d24e73f201f6422614b
1,2,3,0,5a7544d784425d130871ac75
5,3,1,3,5aae4d9938ecfe28e87b343c
5,3,1,3,5a4dab5cd7251f153cba1dd4
3,3,1,3,5a0fed9e37966d4e28471fd3
5,1,3,1,5abb0748b542752a94bbeacc
3,2,4,1,59048490836872e94257bb22
1,2,3,0,5a755fd67fcc331640233991
3,2,4,1,5aaa3bc1050cfc122c56bb7e
5,3,1,3,5aaf895134569109b0bf6bc7
2,2,4,0,59b7334dcdb9d6174c916308
2,2,4,0,5a95552eebe12614a0289997
2,2,4,0,5a9799effda9ae0b68fa39fa
1,5,1,2,5a2894078e6aba7cec74a207
3,3,1,3,59048410836872e94257b34a
1,2,3,0,5a4228d0bfcc281850c228aa
4,3,1,3,5a0e92c94943c34f10565153
3,3,1,3,5975ca79c9344d6ea8c2c36c
3,2,4,1,597054df7eae0e3ffc0bf83f
2,2,3,0,5a9a34f9212fde1be4ed2d25
1,2,3,0,59048267836872e942579ef7
1,2,3,0,5a856f4db208f7181469be39
4,2,4,1,5ab49179dac32725fcc40258
3,3,1,3,5a8a3f9fae38ac1bfc170076
1,2,3,0,5a7d4e4c5a517f1c2895c45e
1,2,3,0,5a744dfe84425d130871a89c
5,1,3,1,5abcbb2d5652022fa06c7953
4,2,4,1,5ab2424af16ac7032cf0077f
1,2,3,0,599e5f5db70396151c213f0f
1,2,3,0,59dc70e4d707e925e0d2c20d
1,2,3,0,5a686737f378fc258c6d0b82
5,3,1,3,5ab9cd1cb542752a94bbe437
3,3,1,3,590483c0836872e94257ae1c
3,3,1,3,590484f8836872e94257c016
3,3,1,3,5a55f11ac78a7814849452bc
2,4,1,3,59f049d7b41d1011307b8622
2,4,1,3,5a61c47f69ff9520384b10cb
2,4,1,3,5a9361680f23e9007c31fb01
1,5,1,2,59f5c7f35792e64238da2e54
5,3,1,3,5a06b34910d004552430abd5
5,1,3,1,5abb3fe6b542752a94bbed90
4,2,3,1,5a1be4c5e188d86464511a38
1,5,1,2,5a2a0be63335f776d4828919
1,2,3,0,5a89226eae38ac1bfc16fe45
2,2,3,0,5a9a42a9212fde1be4ed2dd8
1,2,3,0,5a59e8f12ed6311e7cf3e8b0
1,2,3,0,59d66dca9225ae038c8a96a1
3,2,3,3,5a6561b07a42103220efb417
2,2,3,0,5a4b1997522b3818e80f55f9
2,2,3,0,5a8fe7c5630b372bec1bf43a
4,2,3,1,5ab0845a9f1525201c3d885d
4,2,3,1,5ab49a7fdac32725fcc402df
1,2,3,0,5a7ecdc3aad86a10d886fc9c
2,2,3,0,5904845c836872e94257b62c
2,2,3,0,59fef6a30be0f66afc2dbfb4
5,1,3,1,59f15f2d9a38da37f84a03f4
5,1,3,1,5ab775067b988a279890924e
5,1,3,1,5abc71895652022fa06c75da
4,2,3,1,59048267836872e942579de4
2,2,3,0,5974a7d9baa31b6b28d11960
2,2,3,0,5a98d642fda9ae0b68fa3f7d
1,2,3,0,59de2e9f0304422c049fd470
5,1,3,1,5abc61435652022fa06c74a1
4,2,3,1,59048490836872e94257b8e2
4,2,3,1,5a23e44b907a154a44c206f8
3,2,3,3,5a9f773bfe044a15d0962d1e
3,2,3,3,5aa23ac53ba4b01228eb8064
2,2,3,0,59048267836872e942579f56
3,3,1,3,5a9e1049fe044a15d09625b5
2,2,3,0,5a166f48f75b622ab8568b57
2,2,3,0,5a549f022092172110e9732a
2,2,3,0,5a55bc0e4e5c5a17e005796a
5,3,1,3,59048490836872e94257b965
5,1,3,1,5904845c836872e94257b4f1
3,2,3,3,5a5887692ed6311e7cf3df87
5,1,3,1,590483c0836872e94257ae85
5,1,3,1,5904845c836872e94257b426
5,1,3,1,5abe1aef5652022fa06c8075
3,2,3,3,596740824999581a64855a9c
3,2,3,3,5a716a1d27f2fb15dc2cc536
3,2,3,3,5aa763ed56077914f4eee3a5
2,2,3,0,590483c0836872e94257ae33
2,2,3,0,5a2d1634e3f84a8a0c5a7a8f
2,2,3,0,5a71ca1e940e90340445de21
2,2,3,0,5a93dccc0f23e9007c31ff98
2,2,3,0,5a953a0febe12614a02898ac
2,2,3,0,5a9d2f4d173a1312a4c1a86e
1,2,3,0,5982c37f9e831c18343cfe21
1,2,3,0,59ead8198618993ce4fe5121
1,2,3,0,5a1a07670a65382290ef4614
1,2,3,0,5a7ecf53aad86a10d886fcc7
1,2,3,0,5a80207aaad86a10d88705da
1,2,3,0,5a891100ae38ac1bfc16fddc
4,2,3,1,5aa0abc4fe044a15d0963217
1,2,3,0,5a782b95fe098c1c4099bd8d
4,2,3,1,5ab0964a9f1525201c3d89a1
3,2,3,3,590482f1836872e94257a231
3,2,3,3,59048490836872e94257b823
3,2,3,3,595761c74a141f4950e25841
2,2,3,0,5a8fe080630b372bec1bf3ec
1,2,3,0,5a7fd3b6aad86a10d8870237
4,2,3,1,5ab4a35308a7a8294806c346
1,2,3,0,5a740cae8eaaae1044a2dae2
5,1,3,1,59048267836872e942579f0f
5,1,3,1,59048490836872e94257b8ab
5,1,3,1,597159077eae0e3ffc0bfb82
5,1,3,1,5ab9c3b0b542752a94bbe352
5,1,3,1,5aba14a2b542752a94bbe75b
5,1,3,1,5abc686d5652022fa06c754c
4,2,3,1,59e9d8ad81659113745821a6
4,2,3,1,5aaddc6401670b25849251ff
4,2,3,1,5ab0e53e9f1525201c3d8c20
4,2,3,1,5ab489a3dac32725fcc401e0
3,2,3,3,5aa35c5ce36cab1b1845ed8c
2,2,3,0,590483c0836872e94257aee6
2,2,3,0,5982fbe51c79441d389fbabd
2,2,3,0,59e1e6e27fec446d64ecd211
2,2,3,0,59e1f47db0884250c052e86c
2,2,3,0,5a8a9a82ae38ac1bfc1702eb
2,2,3,0,5a8bdabcae38ac1bfc17084c
2,2,3,0,5a938cd70f23e9007c31fcd5
2,2,3,0,5a97dcd8fda9ae0b68fa3c62
1,2,3,0,59048267836872e942579fab
1,2,3,0,5958b9bb09f65c43c0107a1d
1,2,3,0,5959f0c98ca2153db4b12ccf
1,2,3,0,5983fd20fb466114b0a014de
1,2,3,0,59f16cc79a38da37f84a04ed
1,2,3,0,5a30ae9e8010a1133482bbde
1,2,3,0,5a3f86db81857815001e215a
1,2,3,0,5a8418ccb208f7181469bc8f
5,3,1,3,59c472e69c62091af064bbb3
5,3,1,3,59d086b8b0da428c2c36307e
5,3,1,3,59e44013e351bf334030c93e
5,3,1,3,5aad03caac068f1bb0a98af8
3,3,1,3,5954e4d2d82d5c2e44595fe3
3,3,1,3,5a1beaa4e188d86464511b06
2,4,1,3,590484f8836872e94257bfc3
2,4,1,3,5a5ad94f2ed6311e7cf3ec27
1,5,1,2,59048267836872e94257a0c6
3,2,3,3,5aa3c624ad94dc276c46f958
3,3,1,3,59e044b583c2712608bf8c68
2,4,1,3,5a238982ebc6df4c90bda217
3,3,1,3,59048410836872e94257b20b
4,2,3,1,5ab5dd0208a7a8294806c78b
2,4,1,3,59048232836872e942579d0e
1,2,3,0,5a801e6baad86a10d88705a2
3,2,3,3,5904845c836872e94257b48b
4,3,1,3,590484f8836872e94257bf3b
2,4,1,3,5a5756e1c78a781484945bd8
4,2,3,1,5ab1ccd49f1525201c3d8e44
3,2,3,3,596758984999581a64855bf2
3,2,3,3,59951435310dfa339413e2d1
2,2,3,0,5904845c836872e94257b3c2
2,2,3,0,59e2d67ec47d6e17f4dd24c0
1,2,3,0,590484d0836872e94257bdef
1,2,3,0,5a82617fb208f7181469b30e
4,2,3,1,5ab610c87b988a27989089e7
1,2,3,0,5a55bc884e5c5a17e0057971
3,3,1,3,59048410836872e94257b360
3,3,1,3,5a22360cdc84fe2630c24124
3,2,3,3,59abef796ce0f717c02012b0
5,3,1,3,597dbae528cd6667b45aaf1d
5,1,3,1,5abb1c78b542752a94bbec36
1,2,3,0,5a728198940e90340445df09
1,5,1,2,59df46a1c5fa614b2435a30f
4,2,3,1,59048232836872e942579bde
2,2,3,0,59048410836872e94257af99
1,2,3,0,5959f3018ca2153db4b12cdb
2,2,3,0,5a8a5592ae38ac1bfc170166
1,2,3,0,5a1b9b16b59d031c60b3ee87
4,3,1,3,5a3cc46b59ffc3059c310647
2,2,3,0,5a913dd464a7cc16fca2cde4
5,3,1,3,5ab4f39008a7a8294806c57f
1,2,3,0,590483c0836872e94257af51
5,1,3,1,5ab778f7e1ffb41e04df0a85
2,2,3,0,5904845c836872e94257b526
2,2,3,0,5a964e32b4f84d0f800aef22
1,2,3,0,59048267836872e942579d87
1,2,3,0,5904845c836872e94257b3e7
1,2,3,0,59a1257b904e780ac0ecc7a4
1,2,3,0,59a2792dfc4612159838827e
1,2,3,0,5a33b00e92849f4b089a7ef7
1,2,3,0,5a5f17b13d3f111598896331
1,2,3,0,5a7a6f7ec278d318cc5656c2
1,2,3,0,5a7ec55aaad86a10d886fbfe
1,2,3,0,5a5b3ec830baa91b5cf37903
3,3,1,3,5965feaa6b3ece0ee4289fdf
5,1,3,1,5abe0df05652022fa06c7fd7
4,2,3,1,5a1e63136eb35e081452f53f
4,2,3,1,5a3725a8f4d92f3d9c0a1473
4,2,3,1,5aae03ff97d8de1a7cbb9f0a
4,2,3,1,5ab22fce802e9b26944f4bd6
4,2,3,1,5ab63c667b988a2798908c19
4,2,3,1,5ab63f237b988a2798908c5a
